tipo_doc,co_mun,registro_tombo,exer_orç,co_orgao,co_uni_orcamentaria,data_empenho,nu_empenho,data_ref
983,061,03000000000000044672,201400,03,01,20140205,5020001,202311
983,061,03000000000000044673,201400,03,01,20140205,5020001,202311
983,061,03000000000000044674,201400,03,01,20140205,5020001,202311
983,061,03000000000000044675,201400,03,01,20140205,5020001,202311
983,061,03000000000000044676,201400,03,01,20140205,5020001,202311
983,061,03000000000000044677,201400,03,01,20140205,5020001,202311
983,061,03000000000000044678,201400,03,01,20140205,5020001,202311
983,061,03000000000000044679,201400,03,01,20140205,5020001,202311
983,061,03000000000000044680,201400,03,01,20140205,5020001,202311
983,061,03000000000000044681,201400,03,01,20140205,5020001,202311
983,061,03000000000000044682,201400,03,01,20140205,5020001,202311
983,061,03000000000000044683,201400,03,01,20140205,5020001,202311
983,061,03000000000000044684,201400,03,01,20140205,5020001,202311
983,061,03000000000000044685,201400,03,01,20140205,5020001,202311
983,061,03000000000000044686,201400,03,01,20140205,5020001,202311
983,061,03000000000000044687,201400,03,01,20140205,5020001,202311
983,061,03000000000000044688,201400,03,01,20140205,5020001,202311
983,061,03000000000000044689,201400,03,01,20140205,5020001,202311
983,061,03000000000000044690,201400,03,01,20140205,5020001,202311
983,061,03000000000000044691,201400,03,01,20140205,5020001,202311
983,061,03000000000000044692,201400,03,01,20140205,5020001,202311
983,061,03000000000000044693,201400,03,01,20140205,5020001,202311
983,061,03000000000000044694,201400,03,01,20140205,5020001,202311
983,061,03000000000000044695,201400,03,01,20140205,5020001,202311
983,061,03000000000000044696,201400,03,01,20140205,5020001,202311
983,061,03000000000000044697,201400,03,01,20140205,5020001,202311
983,061,03000000000000044698,201400,03,01,20140205,5020001,202311
983,061,03000000000000044699,201400,03,01,20140205,5020001,202311
983,061,03000000000000044700,201400,03,01,20140205,5020001,202311
983,061,03000000000000044801,201400,03,01,20140205,5020001,202311
983,061,03000000000000044802,201400,03,01,20140205,5020001,202311
983,061,03000000000000044803,201400,03,01,20140205,5020001,202311
983,061,03000000000000044804,201400,03,01,20140205,5020001,202311
983,061,03000000000000044805,201400,03,01,20140205,5020001,202311
983,061,03000000000000044806,201400,03,01,20140205,5020001,202311
983,061,03000000000000044807,201400,03,01,20140205,5020001,202311
983,061,03000000000000044808,201400,03,01,20140205,5020001,202311
983,061,03000000000000044809,201400,03,01,20140205,5020001,202311
983,061,03000000000000044810,201400,03,01,20140205,5020001,202311
983,061,03000000000000044811,201400,03,01,20140205,5020001,202311
983,061,03000000000000044832,201400,03,01,20140205,5020001,202311
983,061,03000000000000044833,201400,03,01,20140205,5020001,202311
983,061,03000000000000044834,201400,03,01,20140205,5020001,202311
983,061,03000000000000044835,201400,03,01,20140205,5020001,202311
983,061,03000000000000044836,201400,03,01,20140205,5020001,202311
983,061,03000000000000044837,201400,03,01,20140205,5020001,202311
983,061,03000000000000044838,201400,03,01,20140205,5020001,202311
983,061,03000000000000044839,201400,03,01,20140205,5020001,202311
983,061,03000000000000044840,201400,03,01,20140205,5020001,202311
983,061,03000000000000044841,201400,03,01,20140205,5020001,202311
983,061,03000000000000044842,201400,03,01,20140205,5020001,202311
983,061,03000000000000044843,201400,03,01,20140205,5020001,202311
983,061,03000000000000044844,201400,03,01,20140205,5020001,202311
983,061,03000000000000044845,201400,03,01,20140205,5020001,202311
983,061,03000000000000044846,201400,03,01,20140205,5020001,202311
983,061,03000000000000044847,201400,03,01,20140205,5020001,202311
983,061,03000000000000044848,201400,03,01,20140205,5020001,202311
983,061,03000000000000044853,201400,03,01,20140205,5020001,202311
983,061,03000000000000044859,201400,03,01,20140205,5020001,202311
983,061,03000000000000044860,201400,03,01,20140205,5020001,202311
983,061,03000000000000044861,201400,03,01,20140205,5020001,202311
983,061,03000000000000044862,201400,03,01,20140205,5020001,202311
983,061,03000000000000044863,201400,03,01,20140205,5020001,202311
983,061,03000000000000044864,201400,03,01,20140205,5020001,202311
983,061,03000000000000044865,201400,03,01,20140205,5020001,202311
983,061,03000000000000044866,201400,03,01,20140205,5020001,202311
983,061,03000000000000044867,201400,03,01,20140205,5020001,202311
983,061,03000000000000044869,201400,03,01,20140205,5020001,202311
983,061,03000000000000044870,201400,03,01,20140205,5020001,202311
983,061,03000000000000044871,201400,03,01,20140205,5020001,202311
983,061,03000000000000044872,201400,03,01,20140205,5020001,202311
983,061,03000000000000044873,201400,03,01,20140205,5020001,202311
983,061,03000000000000044875,201400,03,01,20140205,5020001,202311
983,061,03000000000000044876,201400,03,01,20140205,5020001,202311
983,061,03000000000000044877,201400,03,01,20140205,5020001,202311
983,061,03000000000000044878,201400,03,01,20140205,5020001,202311
983,061,03000000000000044879,201400,03,01,20140205,5020001,202311
983,061,03000000000000044880,201400,03,01,20140205,5020001,202311
983,061,03000000000000044881,201400,03,01,20140205,5020001,202311
983,061,03000000000000044882,201400,03,01,20140205,5020001,202311
983,061,03000000000000044883,201400,03,01,20140205,5020001,202311
983,061,03000000000000044884,201400,03,01,20140205,5020001,202311
983,061,03000000000000044885,201400,03,01,20140205,5020001,202311
983,061,03000000000000044886,201400,03,01,20140205,5020001,202311
983,061,03000000000000044887,201400,03,01,20140205,5020001,202311
983,061,03000000000000044888,201400,03,01,20140205,5020001,202311
983,061,03000000000000044889,201400,03,01,20140205,5020001,202311
983,061,03000000000000044890,201400,03,01,20140205,5020001,202311
983,061,03000000000000044891,201400,03,01,20140205,5020001,202311
983,061,03000000000000044892,201400,03,01,20140205,5020001,202311
983,061,03000000000000044893,201400,03,01,20140205,5020001,202311
983,061,03000000000000044894,201400,03,01,20140205,5020001,202311
983,061,03000000000000044895,201400,03,01,20140205,5020001,202311
983,061,03000000000000044896,201400,03,01,20140205,5020001,202311
983,061,03000000000000044897,201400,03,01,20140205,5020001,202311
983,061,03000000000000044898,201400,03,01,20140205,5020001,202311
983,061,03000000000000044899,201400,03,01,20140205,5020001,202311
983,061,03000000000000044900,201400,03,01,20140205,5020001,202311
983,061,03000000000000044977,201400,03,01,20140205,5020001,202311
983,061,03000000000000044978,201400,03,01,20140205,5020001,202311
983,061,03000000000000044979,201400,03,01,20140205,5020001,202311
983,061,03000000000000044980,201400,03,01,20140205,5020001,202311
983,061,03000000000000044981,201400,03,01,20140205,5020001,202311
983,061,03000000000000044982,201400,03,01,20140205,5020001,202311
983,061,03000000000000044983,201400,03,01,20140205,5020001,202311
983,061,03000000000000044984,201400,03,01,20140205,5020001,202311
983,061,03000000000000044985,201400,03,01,20140205,5020001,202311
983,061,03000000000000044986,201400,03,01,20140205,5020001,202311
983,061,03000000000000044987,201400,03,01,20140205,5020001,202311
983,061,03000000000000044988,201400,03,01,20140205,5020001,202311
983,061,03000000000000044989,201400,03,01,20140205,5020001,202311
983,061,03000000000000044990,201400,03,01,20140205,5020001,202311
983,061,03000000000000044991,201400,03,01,20140205,5020001,202311
983,061,03000000000000044992,201400,03,01,20140205,5020001,202311
983,061,03000000000000044993,201400,03,01,20140205,5020001,202311
983,061,03000000000000044994,201400,03,01,20140205,5020001,202311
983,061,03000000000000044995,201400,03,01,20140205,5020001,202311
983,061,03000000000000044996,201400,03,01,20140205,5020001,202311
983,061,03000000000000044997,201400,03,01,20140205,5020001,202311
983,061,03000000000000044998,201400,03,01,20140205,5020001,202311
983,061,03000000000000044999,201400,03,01,20140205,5020001,202311
983,061,03000000000000046262,201400,03,01,20140205,5020001,202311
983,061,03000000000000046263,201400,03,01,20140205,5020001,202311
983,061,03000000000000046264,201400,03,01,20140205,5020001,202311
983,061,03000000000000046265,201400,03,01,20140205,5020001,202311
983,061,03000000000000046266,201400,03,01,20140205,5020001,202311
983,061,03000000000000046267,201400,03,01,20140205,5020001,202311
983,061,03000000000000046268,201400,03,01,20140205,5020001,202311
983,061,03000000000000046269,201400,03,01,20140205,5020001,202311
983,061,03000000000000046270,201400,03,01,20140205,5020001,202311
983,061,03000000000000046271,201400,03,01,20140205,5020001,202311
983,061,03000000000000046272,201400,03,01,20140205,5020001,202311
983,061,03000000000000046273,201400,03,01,20140205,5020001,202311
983,061,03000000000000046274,201400,03,01,20140205,5020001,202311
983,061,03000000000000046275,201400,03,01,20140205,5020001,202311
983,061,03000000000000046276,201400,03,01,20140205,5020001,202311
983,061,03000000000000046277,201400,03,01,20140205,5020001,202311
983,061,03000000000000046278,201400,03,01,20140205,5020001,202311
983,061,03000000000000046279,201400,03,01,20140205,5020001,202311
983,061,03000000000000046280,201400,03,01,20140205,5020001,202311
983,061,03000000000000046281,201400,03,01,20140205,5020001,202311
983,061,03000000000000046282,201400,03,01,20140205,5020001,202311
983,061,03000000000000046283,201400,03,01,20140205,5020001,202311
983,061,03000000000000046284,201400,03,01,20140205,5020001,202311
983,061,03000000000000046285,201400,03,01,20140205,5020001,202311
983,061,03000000000000046286,201400,03,01,20140205,5020001,202311
983,061,03000000000000046287,201400,03,01,20140205,5020001,202311
983,061,03000000000000046288,201400,03,01,20140205,5020001,202311
983,061,03000000000000046289,201400,03,01,20140205,5020001,202311
983,061,03000000000000046290,201400,03,01,20140205,5020001,202311
983,061,03000000000000046291,201400,03,01,20140205,5020001,202311
983,061,03000000000000046292,201400,03,01,20140205,5020001,202311
983,061,03000000000000046293,201400,03,01,20140205,5020001,202311
983,061,03000000000000046294,201400,03,01,20140205,5020001,202311
983,061,03000000000000046295,201400,03,01,20140205,5020001,202311
983,061,03000000000000046296,201400,03,01,20140205,5020001,202311
983,061,03000000000000046297,201400,03,01,20140205,5020001,202311
983,061,03000000000000046298,201400,03,01,20140205,5020001,202311
983,061,03000000000000046299,201400,03,01,20140205,5020001,202311
983,061,03000000000000046301,201400,03,01,20140205,5020001,202311
983,061,03000000000000046302,201400,03,01,20140205,5020001,202311
983,061,03000000000000046303,201400,03,01,20140205,5020001,202311
983,061,03000000000000046304,201400,03,01,20140205,5020001,202311
983,061,03000000000000046305,201400,03,01,20140205,5020001,202311
983,061,03000000000000046306,201400,03,01,20140205,5020001,202311
983,061,03000000000000046307,201400,03,01,20140205,5020001,202311
983,061,03000000000000046308,201400,03,01,20140205,5020001,202311
983,061,03000000000000046309,201400,03,01,20140205,5020001,202311
983,061,03000000000000046310,201400,03,01,20140205,5020001,202311
983,061,03000000000000046311,201400,03,01,20140205,5020001,202311
983,061,03000000000000046312,201400,03,01,20140205,5020001,202311
983,061,03000000000000046313,201400,03,01,20140205,5020001,202311
983,061,03000000000000046314,201400,03,01,20140205,5020001,202311
983,061,03000000000000046358,201400,03,01,20140205,5020001,202311
983,061,03000000000000046359,201400,03,01,20140205,5020001,202311
983,061,03000000000000046360,201400,03,01,20140205,5020001,202311
983,061,03000000000000046361,201400,03,01,20140205,5020001,202311
983,061,03000000000000046362,201400,03,01,20140205,5020001,202311
983,061,03000000000000046363,201400,03,01,20140205,5020001,202311
983,061,03000000000000046364,201400,03,01,20140205,5020001,202311
983,061,03000000000000046365,201400,03,01,20140205,5020001,202311
983,061,03000000000000046367,201400,03,01,20140205,5020001,202311
983,061,03000000000000046368,201400,03,01,20140205,5020001,202311
983,061,03000000000000046369,201400,03,01,20140205,5020001,202311
983,061,03000000000000046370,201400,03,01,20140205,5020001,202311
983,061,03000000000000046371,201400,03,01,20140205,5020001,202311
983,061,03000000000000046372,201400,03,01,20140205,5020001,202311
983,061,03000000000000046373,201400,03,01,20140205,5020001,202311
983,061,03000000000000046374,201400,03,01,20140205,5020001,202311
983,061,03000000000000046375,201400,03,01,20140205,5020001,202311
983,061,03000000000000046376,201400,03,01,20140205,5020001,202311
983,061,03000000000000046377,201400,03,01,20140205,5020001,202311
983,061,03000000000000046378,201400,03,01,20140205,5020001,202311
983,061,03000000000000046379,201400,03,01,20140205,5020001,202311
983,061,03000000000000046380,201400,03,01,20140205,5020001,202311
983,061,03000000000000046381,201400,03,01,20140205,5020001,202311
983,061,03000000000000046382,201400,03,01,20140205,5020001,202311
983,061,03000000000000046384,201400,03,01,20140205,5020001,202311
983,061,03000000000000046386,201400,03,01,20140205,5020001,202311
983,061,03000000000000046388,201400,03,01,20140205,5020001,202311
983,061,03000000000000046390,201400,03,01,20140205,5020001,202311
983,061,03000000000000046391,201400,03,01,20140205,5020001,202311
983,061,03000000000000046392,201400,03,01,20140205,5020001,202311
983,061,03000000000000046393,201400,03,01,20140205,5020001,202311
983,061,03000000000000046394,201400,03,01,20140205,5020001,202311
983,061,03000000000000046395,201400,03,01,20140205,5020001,202311
983,061,03000000000000046396,201400,03,01,20140205,5020001,202311
983,061,03000000000000046397,201400,03,01,20140205,5020001,202311
983,061,03000000000000046398,201400,03,01,20140205,5020001,202311
983,061,03000000000000046399,201400,03,01,20140205,5020001,202311
983,061,03000000000000046400,201400,03,01,20140205,5020001,202311
983,061,03000000000000046401,201400,03,01,20140205,5020001,202311
983,061,03000000000000046402,201400,03,01,20140205,5020001,202311
983,061,03000000000000046403,201400,03,01,20140205,5020001,202311
983,061,03000000000000046404,201400,03,01,20140205,5020001,202311
983,061,03000000000000046405,201400,03,01,20140205,5020001,202311
983,061,03000000000000046406,201400,03,01,20140205,5020001,202311
983,061,03000000000000046407,201400,03,01,20140205,5020001,202311
983,061,03000000000000046408,201400,03,01,20140205,5020001,202311
983,061,03000000000000046410,201400,03,01,20140205,5020001,202311
983,061,03000000000000046412,201400,03,01,20140205,5020001,202311
983,061,03000000000000046414,201400,03,01,20140205,5020001,202311
983,061,03000000000000046415,201400,03,01,20140205,5020001,202311
983,061,03000000000000046416,201400,03,01,20140205,5020001,202311
983,061,03000000000000046417,201400,03,01,20140205,5020001,202311
983,061,03000000000000046418,201400,03,01,20140205,5020001,202311
983,061,03000000000000046419,201400,03,01,20140205,5020001,202311
983,061,03000000000000046420,201400,03,01,20140205,5020001,202311
983,061,03000000000000046421,201400,03,01,20140205,5020001,202311
983,061,03000000000000046422,201400,03,01,20140205,5020001,202311
983,061,03000000000000046423,201400,03,01,20140205,5020001,202311
983,061,03000000000000046424,201400,03,01,20140205,5020001,202311
983,061,03000000000000046425,201400,03,01,20140205,5020001,202311
983,061,03000000000000046426,201400,03,01,20140205,5020001,202311
983,061,03000000000000046427,201400,03,01,20140205,5020001,202311
983,061,03000000000000046428,201400,03,01,20140205,5020001,202311
983,061,03000000000000046429,201400,03,01,20140205,5020001,202311
983,061,03000000000000046430,201400,03,01,20140205,5020001,202311
983,061,03000000000000046432,201400,03,01,20140205,5020001,202311
983,061,03000000000000046434,201400,03,01,20140205,5020001,202311
983,061,03000000000000046435,201400,03,01,20140205,5020001,202311
983,061,03000000000000046436,201400,03,01,20140205,5020001,202311
983,061,03000000000000046437,201400,03,01,20140205,5020001,202311
983,061,03000000000000046438,201400,03,01,20140205,5020001,202311
983,061,03000000000000046439,201400,03,01,20140205,5020001,202311
983,061,03000000000000046440,201400,03,01,20140205,5020001,202311
983,061,03000000000000046442,201400,03,01,20140205,5020001,202311
983,061,03000000000000046443,201400,03,01,20140205,5020001,202311
983,061,03000000000000046444,201400,03,01,20140205,5020001,202311
983,061,03000000000000046445,201400,03,01,20140205,5020001,202311
983,061,03000000000000046446,201400,03,01,20140205,5020001,202311
983,061,03000000000000046447,201400,03,01,20140205,5020001,202311
983,061,03000000000000046448,201400,03,01,20140205,5020001,202311
983,061,03000000000000046449,201400,03,01,20140205,5020001,202311
983,061,03000000000000046450,201400,03,01,20140205,5020001,202311
983,061,03000000000000046451,201400,03,01,20140205,5020001,202311
983,061,03000000000000046452,201400,03,01,20140205,5020001,202311
983,061,03000000000000046453,201400,03,01,20140205,5020001,202311
983,061,03000000000000046454,201400,03,01,20140205,5020001,202311
983,061,03000000000000046455,201400,03,01,20140205,5020001,202311
983,061,03000000000000046456,201400,03,01,20140205,5020001,202311
983,061,03000000000000046457,201400,03,01,20140205,5020001,202311
983,061,03000000000000046458,201400,03,01,20140205,5020001,202311
983,061,03000000000000046460,201400,03,01,20140205,5020001,202311
983,061,03000000000000046461,201400,03,01,20140205,5020001,202311
983,061,03000000000000046462,201400,03,01,20140205,5020001,202311
983,061,03000000000000046464,201400,03,01,20140205,5020001,202311
983,061,03000000000000046466,201400,03,01,20140205,5020001,202311
983,061,03000000000000046467,201400,03,01,20140205,5020001,202311
983,061,03000000000000046468,201400,03,01,20140205,5020001,202311
983,061,03000000000000046469,201400,03,01,20140205,5020001,202311
983,061,03000000000000046470,201400,03,01,20140205,5020001,202311
983,061,03000000000000046471,201400,03,01,20140205,5020001,202311
983,061,03000000000000046472,201400,03,01,20140205,5020001,202311
983,061,03000000000000046473,201400,03,01,20140205,5020001,202311
983,061,03000000000000046474,201400,03,01,20140205,5020001,202311
983,061,03000000000000046475,201400,03,01,20140205,5020001,202311
983,061,03000000000000046476,201400,03,01,20140205,5020001,202311
983,061,03000000000000046477,201400,03,01,20140205,5020001,202311
983,061,03000000000000046478,201400,03,01,20140205,5020001,202311
983,061,03000000000000046479,201400,03,01,20140205,5020001,202311
983,061,03000000000000046480,201400,03,01,20140205,5020001,202311
983,061,03000000000000046482,201400,03,01,20140205,5020001,202311
983,061,03000000000000046483,201400,03,01,20140205,5020001,202311
983,061,03000000000000046484,201400,03,01,20140205,5020001,202311
983,061,03000000000000046485,201400,03,01,20140205,5020001,202311
983,061,03000000000000046486,201400,03,01,20140205,5020001,202311
983,061,03000000000000046487,201400,03,01,20140205,5020001,202311
983,061,03000000000000046488,201400,03,01,20140205,5020001,202311
983,061,03000000000000046489,201400,03,01,20140205,5020001,202311
983,061,03000000000000046490,201400,03,01,20140205,5020001,202311
983,061,03000000000000046491,201400,03,01,20140205,5020001,202311
983,061,03000000000000046492,201400,03,01,20140205,5020001,202311
983,061,03000000000000046493,201400,03,01,20140205,5020001,202311
983,061,03000000000000046494,201400,03,01,20140205,5020001,202311
983,061,03000000000000046496,201400,03,01,20140205,5020001,202311
983,061,03000000000000046497,201400,03,01,20140205,5020001,202311
983,061,03000000000000046498,201400,03,01,20140205,5020001,202311
983,061,03000000000000046499,201400,03,01,20140205,5020001,202311
983,061,03000000000000046500,201400,03,01,20140205,5020001,202311
983,061,03000000000000046501,201400,03,01,20140205,5020001,202311
983,061,03000000000000046502,201400,03,01,20140205,5020001,202311
