tipo_doc,co_mun,registro_tombo,exer_orç,co_orgao,co_uni_orcamentaria,data_empenho,nu_empenho,data_ref
983,061,03000000000000047261,201400,03,01,20140205,5020001,202311
983,061,03000000000000047264,201400,03,01,20140205,5020001,202311
983,061,03000000000000047265,201400,03,01,20140205,5020001,202311
983,061,03000000000000047266,201400,03,01,20140205,5020001,202311
983,061,03000000000000047267,201400,03,01,20140205,5020001,202311
983,061,03000000000000047268,201400,03,01,20140205,5020001,202311
983,061,03000000000000047269,201400,03,01,20140205,5020001,202311
983,061,03000000000000047270,201400,03,01,20140205,5020001,202311
983,061,03000000000000047272,201400,03,01,20140205,5020001,202311
983,061,03000000000000047273,201400,03,01,20140205,5020001,202311
983,061,03000000000000047274,201400,03,01,20140205,5020001,202311
983,061,03000000000000047275,201400,03,01,20140205,5020001,202311
983,061,03000000000000047276,201400,03,01,20140205,5020001,202311
983,061,03000000000000047277,201400,03,01,20140205,5020001,202311
983,061,03000000000000047278,201400,03,01,20140205,5020001,202311
983,061,03000000000000047279,201400,03,01,20140205,5020001,202311
983,061,03000000000000047280,201400,03,01,20140205,5020001,202311
983,061,03000000000000047281,201400,03,01,20140205,5020001,202311
983,061,03000000000000047282,201400,03,01,20140205,5020001,202311
983,061,03000000000000047283,201400,03,01,20140205,5020001,202311
983,061,03000000000000047285,201400,03,01,20140205,5020001,202311
983,061,03000000000000047286,201400,03,01,20140205,5020001,202311
983,061,03000000000000047287,201400,03,01,20140205,5020001,202311
983,061,03000000000000047289,201400,03,01,20140205,5020001,202311
983,061,03000000000000047290,201400,03,01,20140205,5020001,202311
983,061,03000000000000047291,201400,03,01,20140205,5020001,202311
983,061,03000000000000047295,201400,03,01,20140205,5020001,202311
983,061,03000000000000047296,201400,03,01,20140205,5020001,202311
983,061,03000000000000047297,201400,03,01,20140205,5020001,202311
983,061,03000000000000047298,201400,03,01,20140205,5020001,202311
983,061,03000000000000047299,201400,03,01,20140205,5020001,202311
983,061,03000000000000047300,201400,03,01,20140205,5020001,202311
983,061,03000000000000047301,201400,03,01,20140205,5020001,202311
983,061,03000000000000047303,201400,03,01,20140205,5020001,202311
983,061,03000000000000047304,201400,03,01,20140205,5020001,202311
983,061,03000000000000047305,201400,03,01,20140205,5020001,202311
983,061,03000000000000047306,201400,03,01,20140205,5020001,202311
983,061,03000000000000047308,201400,03,01,20140205,5020001,202311
983,061,03000000000000047309,201400,03,01,20140205,5020001,202311
983,061,03000000000000047310,201400,03,01,20140205,5020001,202311
983,061,03000000000000047311,201400,03,01,20140205,5020001,202311
983,061,03000000000000047312,201400,03,01,20140205,5020001,202311
983,061,03000000000000047313,201400,03,01,20140205,5020001,202311
983,061,03000000000000047315,201400,03,01,20140205,5020001,202311
983,061,03000000000000047316,201400,03,01,20140205,5020001,202311
983,061,03000000000000047317,201400,03,01,20140205,5020001,202311
983,061,03000000000000047318,201400,03,01,20140205,5020001,202311
983,061,03000000000000047319,201400,03,01,20140205,5020001,202311
983,061,03000000000000047320,201400,03,01,20140205,5020001,202311
983,061,03000000000000047321,201400,03,01,20140205,5020001,202311
983,061,03000000000000047322,201400,03,01,20140205,5020001,202311
983,061,03000000000000047323,201400,03,01,20140205,5020001,202311
983,061,03000000000000047324,201400,03,01,20140205,5020001,202311
983,061,03000000000000047325,201400,03,01,20140205,5020001,202311
983,061,03000000000000047326,201400,03,01,20140205,5020001,202311
983,061,03000000000000047327,201400,03,01,20140205,5020001,202311
983,061,03000000000000047329,201400,03,01,20140205,5020001,202311
983,061,03000000000000047330,201400,03,01,20140205,5020001,202311
983,061,03000000000000047331,201400,03,01,20140205,5020001,202311
983,061,03000000000000047333,201400,03,01,20140205,5020001,202311
983,061,03000000000000047334,201400,03,01,20140205,5020001,202311
983,061,03000000000000047335,201400,03,01,20140205,5020001,202311
983,061,03000000000000047337,201400,03,01,20140205,5020001,202311
983,061,03000000000000047338,201400,03,01,20140205,5020001,202311
983,061,03000000000000047339,201400,03,01,20140205,5020001,202311
983,061,03000000000000047340,201400,03,01,20140205,5020001,202311
983,061,03000000000000047341,201400,03,01,20140205,5020001,202311
983,061,03000000000000047342,201400,03,01,20140205,5020001,202311
983,061,03000000000000047343,201400,03,01,20140205,5020001,202311
983,061,03000000000000047344,201400,03,01,20140205,5020001,202311
983,061,03000000000000047345,201400,03,01,20140205,5020001,202311
983,061,03000000000000047346,201400,03,01,20140205,5020001,202311
983,061,03000000000000047347,201400,03,01,20140205,5020001,202311
983,061,03000000000000047348,201400,03,01,20140205,5020001,202311
983,061,03000000000000047350,201400,03,01,20140205,5020001,202311
983,061,03000000000000047351,201400,03,01,20140205,5020001,202311
983,061,03000000000000047352,201400,03,01,20140205,5020001,202311
983,061,03000000000000047353,201400,03,01,20140205,5020001,202311
983,061,03000000000000047354,201400,03,01,20140205,5020001,202311
983,061,03000000000000047355,201400,03,01,20140205,5020001,202311
983,061,03000000000000047356,201400,03,01,20140205,5020001,202311
983,061,03000000000000047357,201400,03,01,20140205,5020001,202311
983,061,03000000000000047359,201400,03,01,20140205,5020001,202311
983,061,03000000000000047360,201400,03,01,20140205,5020001,202311
983,061,03000000000000047361,201400,03,01,20140205,5020001,202311
983,061,03000000000000047362,201400,03,01,20140205,5020001,202311
983,061,03000000000000047363,201400,03,01,20140205,5020001,202311
983,061,03000000000000047365,201400,03,01,20140205,5020001,202311
983,061,03000000000000047366,201400,03,01,20140205,5020001,202311
983,061,03000000000000047367,201400,03,01,20140205,5020001,202311
983,061,03000000000000047368,201400,03,01,20140205,5020001,202311
983,061,03000000000000047369,201400,03,01,20140205,5020001,202311
983,061,03000000000000047370,201400,03,01,20140205,5020001,202311
983,061,03000000000000047371,201400,03,01,20140205,5020001,202311
983,061,03000000000000047372,201400,03,01,20140205,5020001,202311
983,061,03000000000000047373,201400,03,01,20140205,5020001,202311
983,061,03000000000000047374,201400,03,01,20140205,5020001,202311
983,061,03000000000000047375,201400,03,01,20140205,5020001,202311
983,061,03000000000000047376,201400,03,01,20140205,5020001,202311
983,061,03000000000000047377,201400,03,01,20140205,5020001,202311
983,061,03000000000000047378,201400,03,01,20140205,5020001,202311
983,061,03000000000000047379,201400,03,01,20140205,5020001,202311
983,061,03000000000000047381,201400,03,01,20140205,5020001,202311
983,061,03000000000000047382,201400,03,01,20140205,5020001,202311
983,061,03000000000000047383,201400,03,01,20140205,5020001,202311
983,061,03000000000000047384,201400,03,01,20140205,5020001,202311
983,061,03000000000000047385,201400,03,01,20140205,5020001,202311
983,061,03000000000000047386,201400,03,01,20140205,5020001,202311
983,061,03000000000000047387,201400,03,01,20140205,5020001,202311
983,061,03000000000000047388,201400,03,01,20140205,5020001,202311
983,061,03000000000000047389,201400,03,01,20140205,5020001,202311
983,061,03000000000000047390,201400,03,01,20140205,5020001,202311
983,061,03000000000000047391,201400,03,01,20140205,5020001,202311
983,061,03000000000000047392,201400,03,01,20140205,5020001,202311
983,061,03000000000000047393,201400,03,01,20140205,5020001,202311
983,061,03000000000000047394,201400,03,01,20140205,5020001,202311
983,061,03000000000000047395,201400,03,01,20140205,5020001,202311
983,061,03000000000000047396,201400,03,01,20140205,5020001,202311
983,061,03000000000000047397,201400,03,01,20140205,5020001,202311
983,061,03000000000000047399,201400,03,01,20140205,5020001,202311
983,061,03000000000000047401,201400,03,01,20140205,5020001,202311
983,061,03000000000000047402,201400,03,01,20140205,5020001,202311
983,061,03000000000000047403,201400,03,01,20140205,5020001,202311
983,061,03000000000000047404,201400,03,01,20140205,5020001,202311
983,061,03000000000000047406,201400,03,01,20140205,5020001,202311
983,061,03000000000000047408,201400,03,01,20140205,5020001,202311
983,061,03000000000000047410,201400,03,01,20140205,5020001,202311
983,061,03000000000000047412,201400,03,01,20140205,5020001,202311
983,061,03000000000000047413,201400,03,01,20140205,5020001,202311
983,061,03000000000000047414,201400,03,01,20140205,5020001,202311
983,061,03000000000000047415,201400,03,01,20140205,5020001,202311
983,061,03000000000000047416,201400,03,01,20140205,5020001,202311
983,061,03000000000000047417,201400,03,01,20140205,5020001,202311
983,061,03000000000000047418,201400,03,01,20140205,5020001,202311
983,061,03000000000000047419,201400,03,01,20140205,5020001,202311
983,061,03000000000000047420,201400,03,01,20140205,5020001,202311
983,061,03000000000000047423,201400,03,01,20140205,5020001,202311
983,061,03000000000000047424,201400,03,01,20140205,5020001,202311
983,061,03000000000000047425,201400,03,01,20140205,5020001,202311
983,061,03000000000000047426,201400,03,01,20140205,5020001,202311
983,061,03000000000000047427,201400,03,01,20140205,5020001,202311
983,061,03000000000000047428,201400,03,01,20140205,5020001,202311
983,061,03000000000000047429,201400,03,01,20140205,5020001,202311
983,061,03000000000000047430,201400,03,01,20140205,5020001,202311
983,061,03000000000000047431,201400,03,01,20140205,5020001,202311
983,061,03000000000000047432,201400,03,01,20140205,5020001,202311
983,061,03000000000000047433,201400,03,01,20140205,5020001,202311
983,061,03000000000000047434,201400,03,01,20140205,5020001,202311
983,061,03000000000000047435,201400,03,01,20140205,5020001,202311
983,061,03000000000000047436,201400,03,01,20140205,5020001,202311
983,061,03000000000000047437,201400,03,01,20140205,5020001,202311
983,061,03000000000000047438,201400,03,01,20140205,5020001,202311
983,061,03000000000000047439,201400,03,01,20140205,5020001,202311
983,061,03000000000000047440,201400,03,01,20140205,5020001,202311
983,061,03000000000000047441,201400,03,01,20140205,5020001,202311
983,061,03000000000000047443,201400,03,01,20140205,5020001,202311
983,061,03000000000000047444,201400,03,01,20140205,5020001,202311
983,061,03000000000000047445,201400,03,01,20140205,5020001,202311
983,061,03000000000000047446,201400,03,01,20140205,5020001,202311
983,061,03000000000000047447,201400,03,01,20140205,5020001,202311
983,061,03000000000000047448,201400,03,01,20140205,5020001,202311
983,061,03000000000000047449,201400,03,01,20140205,5020001,202311
983,061,03000000000000047451,201400,03,01,20140205,5020001,202311
983,061,03000000000000047452,201400,03,01,20140205,5020001,202311
983,061,03000000000000047453,201400,03,01,20140205,5020001,202311
983,061,03000000000000047454,201400,03,01,20140205,5020001,202311
983,061,03000000000000047455,201400,03,01,20140205,5020001,202311
983,061,03000000000000047459,201400,03,01,20140205,5020001,202311
983,061,03000000000000047460,201400,03,01,20140205,5020001,202311
983,061,03000000000000047461,201400,03,01,20140205,5020001,202311
983,061,03000000000000047462,201400,03,01,20140205,5020001,202311
983,061,03000000000000047463,201400,03,01,20140205,5020001,202311
983,061,03000000000000047465,201400,03,01,20140205,5020001,202311
983,061,03000000000000047466,201400,03,01,20140205,5020001,202311
983,061,03000000000000047468,201400,03,01,20140205,5020001,202311
983,061,03000000000000047469,201400,03,01,20140205,5020001,202311
983,061,03000000000000047470,201400,03,01,20140205,5020001,202311
983,061,03000000000000047471,201400,03,01,20140205,5020001,202311
983,061,03000000000000047472,201400,03,01,20140205,5020001,202311
983,061,03000000000000047473,201400,03,01,20140205,5020001,202311
983,061,03000000000000047474,201400,03,01,20140205,5020001,202311
983,061,03000000000000047475,201400,03,01,20140205,5020001,202311
983,061,03000000000000047477,201400,03,01,20140205,5020001,202311
983,061,03000000000000047478,201400,03,01,20140205,5020001,202311
983,061,03000000000000047479,201400,03,01,20140205,5020001,202311
983,061,03000000000000047480,201400,03,01,20140205,5020001,202311
983,061,03000000000000047481,201400,03,01,20140205,5020001,202311
983,061,03000000000000047483,201400,03,01,20140205,5020001,202311
983,061,03000000000000047485,201400,03,01,20140205,5020001,202311
983,061,03000000000000047486,201400,03,01,20140205,5020001,202311
983,061,03000000000000047487,201400,03,01,20140205,5020001,202311
983,061,03000000000000047488,201400,03,01,20140205,5020001,202311
983,061,03000000000000047489,201400,03,01,20140205,5020001,202311
983,061,03000000000000047490,201400,03,01,20140205,5020001,202311
983,061,03000000000000047491,201400,03,01,20140205,5020001,202311
983,061,03000000000000047492,201400,03,01,20140205,5020001,202311
983,061,03000000000000047493,201400,03,01,20140205,5020001,202311
983,061,03000000000000047495,201400,03,01,20140205,5020001,202311
983,061,03000000000000047496,201400,03,01,20140205,5020001,202311
983,061,03000000000000047497,201400,03,01,20140205,5020001,202311
983,061,03000000000000047498,201400,03,01,20140205,5020001,202311
983,061,03000000000000047500,201400,03,01,20140205,5020001,202311
983,061,03000000000000047501,201400,03,01,20140205,5020001,202311
983,061,03000000000000047502,201400,03,01,20140205,5020001,202311
983,061,03000000000000047503,201400,03,01,20140205,5020001,202311
983,061,03000000000000047504,201400,03,01,20140205,5020001,202311
983,061,03000000000000047505,201400,03,01,20140205,5020001,202311
983,061,03000000000000047506,201400,03,01,20140205,5020001,202311
983,061,03000000000000047507,201400,03,01,20140205,5020001,202311
983,061,03000000000000047508,201400,03,01,20140205,5020001,202311
983,061,03000000000000047509,201400,03,01,20140205,5020001,202311
983,061,03000000000000047510,201400,03,01,20140205,5020001,202311
983,061,03000000000000047511,201400,03,01,20140205,5020001,202311
983,061,03000000000000047512,201400,03,01,20140205,5020001,202311
983,061,03000000000000047513,201400,03,01,20140205,5020001,202311
983,061,03000000000000047514,201400,03,01,20140205,5020001,202311
983,061,03000000000000047516,201400,03,01,20140205,5020001,202311
983,061,03000000000000047517,201400,03,01,20140205,5020001,202311
983,061,03000000000000047518,201400,03,01,20140205,5020001,202311
983,061,03000000000000047519,201400,03,01,20140205,5020001,202311
983,061,03000000000000047520,201400,03,01,20140205,5020001,202311
983,061,03000000000000047521,201400,03,01,20140205,5020001,202311
983,061,03000000000000047522,201400,03,01,20140205,5020001,202311
983,061,03000000000000047523,201400,03,01,20140205,5020001,202311
983,061,03000000000000047524,201400,03,01,20140205,5020001,202311
983,061,03000000000000047526,201400,03,01,20140205,5020001,202311
983,061,03000000000000047527,201400,03,01,20140205,5020001,202311
983,061,03000000000000047528,201400,03,01,20140205,5020001,202311
983,061,03000000000000047529,201400,03,01,20140205,5020001,202311
983,061,03000000000000047530,201400,03,01,20140205,5020001,202311
983,061,03000000000000047531,201400,03,01,20140205,5020001,202311
983,061,03000000000000047532,201400,03,01,20140205,5020001,202311
983,061,03000000000000047533,201400,03,01,20140205,5020001,202311
983,061,03000000000000047534,201400,03,01,20140205,5020001,202311
983,061,03000000000000047535,201400,03,01,20140205,5020001,202311
983,061,03000000000000047536,201400,03,01,20140205,5020001,202311
983,061,03000000000000047537,201400,03,01,20140205,5020001,202311
983,061,03000000000000047539,201400,03,01,20140205,5020001,202311
983,061,03000000000000047540,201400,03,01,20140205,5020001,202311
983,061,03000000000000047541,201400,03,01,20140205,5020001,202311
983,061,03000000000000047542,201400,03,01,20140205,5020001,202311
983,061,03000000000000047543,201400,03,01,20140205,5020001,202311
983,061,03000000000000047544,201400,03,01,20140205,5020001,202311
983,061,03000000000000047545,201400,03,01,20140205,5020001,202311
983,061,03000000000000047546,201400,03,01,20140205,5020001,202311
983,061,03000000000000047547,201400,03,01,20140205,5020001,202311
983,061,03000000000000047548,201400,03,01,20140205,5020001,202311
983,061,03000000000000047549,201400,03,01,20140205,5020001,202311
983,061,03000000000000047550,201400,03,01,20140205,5020001,202311
983,061,03000000000000047551,201400,03,01,20140205,5020001,202311
983,061,03000000000000047552,201400,03,01,20140205,5020001,202311
983,061,03000000000000047553,201400,03,01,20140205,5020001,202311
983,061,03000000000000047554,201400,03,01,20140205,5020001,202311
983,061,03000000000000047555,201400,03,01,20140205,5020001,202311
983,061,03000000000000047556,201400,03,01,20140205,5020001,202311
983,061,03000000000000047557,201400,03,01,20140205,5020001,202311
983,061,03000000000000047558,201400,03,01,20140205,5020001,202311
983,061,03000000000000047559,201400,03,01,20140205,5020001,202311
983,061,03000000000000047560,201400,03,01,20140205,5020001,202311
983,061,03000000000000047561,201400,03,01,20140205,5020001,202311
983,061,03000000000000047562,201400,03,01,20140205,5020001,202311
983,061,03000000000000047563,201400,03,01,20140205,5020001,202311
983,061,03000000000000047564,201400,03,01,20140205,5020001,202311
983,061,03000000000000047565,201400,03,01,20140205,5020001,202311
983,061,03000000000000047566,201400,03,01,20140205,5020001,202311
983,061,03000000000000047567,201400,03,01,20140205,5020001,202311
983,061,03000000000000047568,201400,03,01,20140205,5020001,202311
983,061,03000000000000047569,201400,03,01,20140205,5020001,202311
983,061,03000000000000047570,201400,03,01,20140205,5020001,202311
983,061,03000000000000047571,201400,03,01,20140205,5020001,202311
983,061,03000000000000047572,201400,03,01,20140205,5020001,202311
983,061,03000000000000047574,201400,03,01,20140205,5020001,202311
983,061,03000000000000047575,201400,03,01,20140205,5020001,202311
983,061,03000000000000047576,201400,03,01,20140205,5020001,202311
983,061,03000000000000047577,201400,03,01,20140205,5020001,202311
983,061,03000000000000047578,201400,03,01,20140205,5020001,202311
983,061,03000000000000047580,201400,03,01,20140205,5020001,202311
983,061,03000000000000047581,201400,03,01,20140205,5020001,202311
983,061,03000000000000047582,201400,03,01,20140205,5020001,202311
983,061,03000000000000047583,201400,03,01,20140205,5020001,202311
983,061,03000000000000047584,201400,03,01,20140205,5020001,202311
983,061,03000000000000047585,201400,03,01,20140205,5020001,202311
983,061,03000000000000047587,201400,03,01,20140205,5020001,202311
983,061,03000000000000047588,201400,03,01,20140205,5020001,202311
983,061,03000000000000047589,201400,03,01,20140205,5020001,202311
983,061,03000000000000047591,201400,03,01,20140205,5020001,202311
983,061,03000000000000047592,201400,03,01,20140205,5020001,202311
983,061,03000000000000047593,201400,03,01,20140205,5020001,202311
983,061,03000000000000047594,201400,03,01,20140205,5020001,202311
983,061,03000000000000047595,201400,03,01,20140205,5020001,202311
983,061,03000000000000047596,201400,03,01,20140205,5020001,202311
983,061,03000000000000047597,201400,03,01,20140205,5020001,202311
983,061,03000000000000047598,201400,03,01,20140205,5020001,202311
983,061,03000000000000047599,201400,03,01,20140205,5020001,202311
983,061,03000000000000047600,201400,03,01,20140205,5020001,202311
983,061,03000000000000047601,201400,03,01,20140205,5020001,202311
983,061,03000000000000047627,201400,03,01,20140205,5020001,202311
983,061,03000000000000047628,201400,03,01,20140205,5020001,202311
983,061,03000000000000047629,201400,03,01,20140205,5020001,202311
983,061,03000000000000047630,201400,03,01,20140205,5020001,202311
983,061,03000000000000047632,201400,03,01,20140205,5020001,202311
983,061,03000000000000047633,201400,03,01,20140205,5020001,202311
983,061,03000000000000047634,201400,03,01,20140205,5020001,202311
983,061,03000000000000047635,201400,03,01,20140205,5020001,202311
983,061,03000000000000047636,201400,03,01,20140205,5020001,202311
983,061,03000000000000047637,201400,03,01,20140205,5020001,202311
983,061,03000000000000047638,201400,03,01,20140205,5020001,202311
983,061,03000000000000047639,201400,03,01,20140205,5020001,202311
983,061,03000000000000047641,201400,03,01,20140205,5020001,202311
983,061,03000000000000047642,201400,03,01,20140205,5020001,202311
983,061,03000000000000047643,201400,03,01,20140205,5020001,202311
983,061,03000000000000047644,201400,03,01,20140205,5020001,202311
983,061,03000000000000047645,201400,03,01,20140205,5020001,202311
983,061,03000000000000047647,201400,03,01,20140205,5020001,202311
983,061,03000000000000047648,201400,03,01,20140205,5020001,202311
983,061,03000000000000047649,201400,03,01,20140205,5020001,202311
983,061,03000000000000047651,201400,03,01,20140205,5020001,202311
983,061,03000000000000047653,201400,03,01,20140205,5020001,202311
983,061,03000000000000047656,201400,03,01,20140205,5020001,202311
983,061,03000000000000047659,201400,03,01,20140205,5020001,202311
983,061,03000000000000047660,201400,03,01,20140205,5020001,202311
983,061,03000000000000047661,201400,03,01,20140205,5020001,202311
983,061,03000000000000047662,201400,03,01,20140205,5020001,202311
983,061,03000000000000047663,201400,03,01,20140205,5020001,202311
983,061,03000000000000047664,201400,03,01,20140205,5020001,202311
983,061,03000000000000047665,201400,03,01,20140205,5020001,202311
983,061,03000000000000047666,201400,03,01,20140205,5020001,202311
983,061,03000000000000047668,201400,03,01,20140205,5020001,202311
983,061,03000000000000047669,201400,03,01,20140205,5020001,202311
983,061,03000000000000047671,201400,03,01,20140205,5020001,202311
983,061,03000000000000047672,201400,03,01,20140205,5020001,202311
983,061,03000000000000047673,201400,03,01,20140205,5020001,202311
983,061,03000000000000047675,201400,03,01,20140205,5020001,202311
983,061,03000000000000047679,201400,03,01,20140205,5020001,202311
983,061,03000000000000047680,201400,03,01,20140205,5020001,202311
983,061,03000000000000047681,201400,03,01,20140205,5020001,202311
983,061,03000000000000047682,201400,03,01,20140205,5020001,202311
983,061,03000000000000047683,201400,03,01,20140205,5020001,202311
983,061,03000000000000047684,201400,03,01,20140205,5020001,202311
983,061,03000000000000047686,201400,03,01,20140205,5020001,202311
983,061,03000000000000047688,201400,03,01,20140205,5020001,202311
983,061,03000000000000047689,201400,03,01,20140205,5020001,202311
983,061,03000000000000047690,201400,03,01,20140205,5020001,202311
983,061,03000000000000047691,201400,03,01,20140205,5020001,202311
983,061,03000000000000047692,201400,03,01,20140205,5020001,202311
983,061,03000000000000047694,201400,03,01,20140205,5020001,202311
983,061,03000000000000047695,201400,03,01,20140205,5020001,202311
983,061,03000000000000047696,201400,03,01,20140205,5020001,202311
983,061,03000000000000047698,201400,03,01,20140205,5020001,202311
983,061,03000000000000047699,201400,03,01,20140205,5020001,202311
983,061,03000000000000047700,201400,03,01,20140205,5020001,202311
983,061,03000000000000047701,201400,03,01,20140205,5020001,202311
983,061,03000000000000047702,201400,03,01,20140205,5020001,202311
983,061,03000000000000047703,201400,03,01,20140205,5020001,202311
983,061,03000000000000047704,201400,03,01,20140205,5020001,202311
983,061,03000000000000047705,201400,03,01,20140205,5020001,202311
983,061,03000000000000047706,201400,03,01,20140205,5020001,202311
983,061,03000000000000047707,201400,03,01,20140205,5020001,202311
983,061,03000000000000047708,201400,03,01,20140205,5020001,202311
983,061,03000000000000047709,201400,03,01,20140205,5020001,202311
983,061,03000000000000047710,201400,03,01,20140205,5020001,202311
983,061,03000000000000047711,201400,03,01,20140205,5020001,202311
983,061,03000000000000047712,201400,03,01,20140205,5020001,202311
983,061,03000000000000047713,201400,03,01,20140205,5020001,202311
983,061,03000000000000047714,201400,03,01,20140205,5020001,202311
983,061,03000000000000047715,201400,03,01,20140205,5020001,202311
983,061,03000000000000047716,201400,03,01,20140205,5020001,202311
983,061,03000000000000047717,201400,03,01,20140205,5020001,202311
983,061,03000000000000047718,201400,03,01,20140205,5020001,202311
983,061,03000000000000047720,201400,03,01,20140205,5020001,202311
983,061,03000000000000047721,201400,03,01,20140205,5020001,202311
983,061,03000000000000047722,201400,03,01,20140205,5020001,202311
983,061,03000000000000047723,201400,03,01,20140205,5020001,202311
983,061,03000000000000047724,201400,03,01,20140205,5020001,202311
983,061,03000000000000047726,201400,03,01,20140205,5020001,202311
983,061,03000000000000047727,201400,03,01,20140205,5020001,202311
983,061,03000000000000047728,201400,03,01,20140205,5020001,202311
983,061,03000000000000047729,201400,03,01,20140205,5020001,202311
983,061,03000000000000047730,201400,03,01,20140205,5020001,202311
983,061,03000000000000047731,201400,03,01,20140205,5020001,202311
983,061,03000000000000047732,201400,03,01,20140205,5020001,202311
983,061,03000000000000047733,201400,03,01,20140205,5020001,202311
983,061,03000000000000047734,201400,03,01,20140205,5020001,202311
983,061,03000000000000047735,201400,03,01,20140205,5020001,202311
983,061,03000000000000047736,201400,03,01,20140205,5020001,202311
983,061,03000000000000047737,201400,03,01,20140205,5020001,202311
983,061,03000000000000047738,201400,03,01,20140205,5020001,202311
983,061,03000000000000047739,201400,03,01,20140205,5020001,202311
983,061,03000000000000047740,201400,03,01,20140205,5020001,202311
983,061,03000000000000047741,201400,03,01,20140205,5020001,202311
983,061,03000000000000047742,201400,03,01,20140205,5020001,202311
983,061,03000000000000047743,201400,03,01,20140205,5020001,202311
983,061,03000000000000047744,201400,03,01,20140205,5020001,202311
983,061,03000000000000047745,201400,03,01,20140205,5020001,202311
983,061,03000000000000047746,201400,03,01,20140205,5020001,202311
983,061,03000000000000047747,201400,03,01,20140205,5020001,202311
983,061,03000000000000047748,201400,03,01,20140205,5020001,202311
983,061,03000000000000047749,201400,03,01,20140205,5020001,202311
983,061,03000000000000047750,201400,03,01,20140205,5020001,202311
983,061,03000000000000047751,201400,03,01,20140205,5020001,202311
983,061,03000000000000047752,201400,03,01,20140205,5020001,202311
983,061,03000000000000047753,201400,03,01,20140205,5020001,202311
983,061,03000000000000047754,201400,03,01,20140205,5020001,202311
983,061,03000000000000047755,201400,03,01,20140205,5020001,202311
983,061,03000000000000047942,201200,03,01,20121201,1120002,202311
983,061,03000000000000047946,201200,03,01,20121201,1120002,202311
983,061,03000000000000048514,201600,03,01,20160308,8030003,202311
983,061,03000000000000048523,201600,03,01,20160308,8030003,202311
983,061,03000000000000048553,201600,03,01,20160308,8030002,202311
983,061,03000000000000048561,201600,03,01,20160309,9030001,202311
983,061,03000000000000048563,201600,03,01,20160309,9030001,202311
983,061,03000000000000048569,201600,03,01,20160309,9030001,202311
983,061,03000000000000048585,201600,03,01,20160309,9030001,202311
983,061,03000000000000048586,201600,03,01,20160309,9030001,202311
983,061,03000000000000048589,201600,03,01,20160309,9030001,202311
983,061,03000000000000048597,201600,03,01,20160309,9030004,202311
983,061,03000000000000048615,201600,03,01,20160309,9030004,202311
983,061,03000000000000048616,201600,03,01,20160309,9030004,202311
983,061,03000000000000048650,201600,03,01,20160309,9030002,202311
983,061,03000000000000048658,201600,03,01,20160309,9030005,202311
983,061,03000000000000048667,201600,03,01,20160309,9030005,202311
983,061,03000000000000048669,201600,03,01,20160309,9030005,202311
983,061,03000000000000048684,201600,03,01,20160309,9030005,202311
983,061,03000000000000048685,201600,03,01,20160309,9030005,202311
983,061,03000000000000048692,201600,03,01,20160309,9030005,202311
983,061,03000000000000048715,201600,03,01,20160309,9030003,202311
983,061,03000000000000048723,201600,03,01,20160309,9030003,202311
983,061,03000000000000048785,196900,03,01,19691231,,202311
983,061,03000000000000048788,196900,03,01,19691231,,202311
983,061,03000000000000048947,201600,03,01,20160516,16050003,202311
983,061,03000000000000048955,201600,03,01,20160127,27010016,202311
983,061,03000000000000048956,201600,03,01,20160127,27010016,202311
983,061,03000000000000048960,201600,03,01,20160126,26010003,202311
983,061,03000000000000048976,201600,03,01,20160602,2060015,202311
983,061,03000000000000048981,201600,03,01,20160602,2060015,202311
983,061,03000000000000048982,201600,03,01,20160602,2060015,202311
983,061,03000000000000048983,201600,03,01,20160602,2060015,202311
983,061,03000000000000048988,201600,03,01,20160602,2060015,202311
983,061,03000000000000048989,201600,03,01,20160602,2060015,202311
983,061,03000000000000048990,201600,03,01,20160602,2060015,202311
983,061,03000000000000048994,201600,03,01,20160602,2060016,202311
983,061,03000000000000048995,201600,03,01,20160602,2060016,202311
983,061,03000000000000048996,201600,03,01,20160602,2060016,202311
983,061,03000000000000048998,201600,03,01,20160602,2060016,202311
983,061,03000000000000048999,201600,03,01,20160602,2060016,202311
983,061,03000000000000049003,201600,03,01,20160602,2060016,202311
983,061,03000000000000049006,201600,03,01,20160602,2060017,202311
983,061,03000000000000049008,201600,03,01,20160602,2060017,202311
983,061,03000000000000049010,201600,03,01,20160602,2060017,202311
983,061,03000000000000049011,201600,03,01,20160602,2060017,202311
983,061,03000000000000049015,201600,03,01,20160602,2060017,202311
983,061,03000000000000049022,201600,03,01,20160602,2060017,202311
983,061,03000000000000049023,201600,03,01,20160602,2060017,202311
983,061,03000000000000049024,201600,03,01,20160602,2060017,202311
983,061,03000000000000049030,201600,03,01,20160602,2060015,202311
983,061,03000000000000049035,201600,03,01,20160602,2060015,202311
983,061,03000000000000049038,201600,03,01,20160602,2060016,202311
983,061,03000000000000049040,201600,03,01,20160602,2060016,202311
983,061,03000000000000049047,201600,03,01,20160602,2060017,202311
983,061,03000000000000049048,201600,03,01,20160602,2060017,202311
983,061,03000000000000049049,201600,03,01,20160530,30050049,202311
983,061,03000000000000049055,201600,03,01,20160530,30050050,202311
983,061,03000000000000049058,201600,03,01,20160609,9060001,202311
983,061,03000000000000049059,201600,03,01,20160609,9060001,202311
